thread_id,timestamp,user_id,text,toxic,toxicity_score,language
1,0,user_845,"आंध्र और ओडिशा को जो भी सहायता की जरूरत होगी, केंद्र सरकार मुहैया कराएगी : गृहमंत्री राजनाथ सिंह",0,0.0,hi
1,1,user_228,Khaa naa rha hai hindustan,0,0.0,other
1,2,user_845,क्या बाफ्टा को भाएगा 'द लंचबॉक्स' का स्वाद? पढ़ें खबर... http://t.co/sEmIbWEUo3 http://t.co/Q5fCaEoiPr,0,0.0,hi
1,3,user_156,🔘 15000-50000/महीना कमायें. 🔘 कंपनी गवर्नमेंट से Registered Hai  🔘 Play Store में Champcash Earn More लिखो और Install कर लो ! 🔘 अब App पर Click करो और Sign Up पर Click करके अपनी डिटेल्स भर दो. 🔘 Sponsor ID 5⃣5⃣1⃣9⃣6⃣2⃣1⃣ डाल दो.,0,0.0,hi
1,4,user_156,"सेल गुरु के इस हिस्से में देखें IFA 2015 के 5 टॉप गैजेट्स, साथ ही जानें कि आने वाले महीनों में कौन-कौन से फ़ोन बाज़ार में आ सकते हैं...",0,0.0,hi
1,5,user_643,आज ये जीजा अपने साले को बहुत कोस रहा होगा। साले ने किसानो की जमीन और सूट बूट की सरकार के जुमलों की आँच आज मेरे तक पहुंचा ही दी।,0,0.0,hi
1,6,user_228,Kuch nhi I guess Akhilesh Yadav waali politics chalri h...Haal waisa hi hona h ...jaisa UP elections me SPA ka hua tha...just foolery,0,0.0,en
1,7,user_156,varun naam hai ooska uski nosy nikalti rehti hai poore waqt..😷,0,0.0,en
1,8,user_630,Bhaiya ham aap ke sath h,0,0.0,en
1,9,user_228,अच्छा फैसला...दोनों को लाभ मिलेगा।,0,0.0,hi
1,10,user_845,"सच में भारत सही मायनें में बदल रहा है | आम जन का पैसा आम जन के कार्य आयेगा | सत्ता सुख का साधन नहीं बल्कि सेवा का माध्यम है, ये सही स्वरूप में दिख रहा है | भारत को विकसित राष्ट्र बनने से कोई नहीं रोक सकता है |",0,0.0,hi
1,11,user_156,इंटरनेशनल एजेंडा आज रात 7.30 बजे नग़मा सहर के साथ एनडीटीवी इंडिया पर http://t.co/YH7IwbYg36,0,0.0,hi
1,12,user_630,ऐसे चोरों के खिलाफ पुलिस प्रकरण दर्ज किया जाना चाहिए।,1,1.0,hi
1,13,user_643,Thek  kaha  he  ham  sav  ap  ke  sath  he  Sanjev  raja,0,0.0,en
1,14,user_643,Sab jhut hai qki cash deposit karke laut raha tha,0,0.0,other
1,15,user_228,AAP ki kaman Kumar Biswas ki haat m dena chaheye.......kejriwal faltu aadmi hei.....eseliye aache aadmi ko dena chaheye,0,0.0,other
1,16,user_630,Kiricha suwar hi khate hy??? Hum leykin un ko kabhi bora nhi bolte!!!,1,1.0,other
1,17,user_156,Sir kya gazab show dikhaya rat me prime time me..,0,0.0,en
1,18,user_228,bilkul  sahi  bat,0,0.0,other
1,19,user_845,Is movie ki 1st day collection donate kr di gyi h Army ko....,0,0.0,en
2,0,user_740,Subham Chauhan aisa kuch bana,0,0.0,other
2,1,user_93,राजस्थान विधानसभा चुनाव: मिशन 180 के साथ सियासी दंगल में उतरेगी Bharatiya Janata Party (BJP)  http://abpnews.abplive.in/india-news/bjps-mission-180-in-rajasthan-assembly-election-2018-608378,0,0.0,hi
2,2,user_786,यह काम कोई सामाजिक कार्यकर्ता भी कर सकता है ।,0,0.0,hi
2,3,user_516,लिंक शो नही कर रहा है।,0,0.0,hi
2,4,user_740,hahahahahahahahahahah youtube stream ko camera se live kar rakh hai cnbc ne,0,0.0,en
2,5,user_93,"Part time job करके Rs.10,000 - 30,000 हर महीने कमाना चाहते है तो .......आइये DIGITAL INDIA से जुड़िये......Zero investment.... JOIN होने के लिए आप  1⃣ अपने फ़ोन के play store में champcash लिखो और उस app को अपने मोबाइल में install कर लो ! 2⃣ अब app पर click करो और sign up पर click करके अपनी डिटेल्स भर दो. 3⃣ Refer id of sponsor पूछेगा वहाँ पर 9044274 डाल दो  इस I'D (9044274) को खाली पेपर पर लिख लें आगे जरूरत पङेगी  4⃣ complete challenge और अपनी id activate करके business से जुड़ जाओ।",0,0.0,hi
2,6,user_93,आवश्यकता है लडके एवं लडकियो की pantjali heath care में (राज्य एवं जिले अनुसार) हेल्पर- 8500+OT+ रहना+ खाना सुपरवाइजर- 12600+OT+रहना+ खाना (अनपढ से ग्रेजुएट तक)[उ०प्र० एवं बिहार मे and other states] सम्पर्क नं०- 7991766327 ( whatsapp),0,0.0,hi
2,7,user_516,Bina mehnat kiye Aur cust jheley bina kch nahi milta...,0,0.0,de
2,8,user_786,Neha Jadhav...indianised version nko kaa!!!😂,0,0.0,other
2,9,user_93,"madam avail your benefits like previlige leave and other benefits ...do not waste it .....just for gratuity , your are  just over working your self ......",0,0.0,en
2,10,user_93,Mayuri Garg Vaishali Dubey karo apne dosto Ko tag 😂😂😂,0,0.0,other
2,11,user_516,Sanjoy Debnath apne ap ko hosla dy skty ho...  I proud on pak army... Pak zindabad,0,0.0,other
2,12,user_93,Jo mera hae! Mera to wo bhi nahin hae; to mujhay tumharay mahloon se Kia.,0,0.0,en
2,13,user_786,Bhai o aur beheno ... bike dekna hai tou .. surgical strike karna padega ...,0,0.0,other
2,14,user_93,"Abey bhai pehle bhi 4 transaction allowed the, ab bhi 4 hai..:D",0,0.0,hinglish
2,15,user_93,मंदिर वही बनाएँगे।  । जय श्री राम ।  जय हिंद।,0,0.0,hi
2,16,user_516,Ise bhi Mental Asilam bhejdena chahiye.Wahan iske layak shrota bhi miljayenge aur ise jutiyanewale bhi.,1,1.0,other
2,17,user_740,Digi ka foto cheng karo hamesha ek hi foto lagate ho,0,0.0,de
2,18,user_786,Yahi sabsw bada cartoon he bewkuf he  iski bat serious lene ki jarurat nahi,0,0.0,other
2,19,user_93,Har Har Modi Ghar Ghar Modi Jaisa Ho,0,0.0,other
3,0,user_697,प्रचार  तो  अनेको  तरीके  से  जोरदार  चलता  ही  रहता  है.,0,0.0,hi
3,1,user_697,चिन्नास्वामी स्टेडियम में रॉयल चैलेंजर्स बैंगलोर और राइजिंग पुणे सुपरजायंट्स की टीमों के बीच मुकाबला हुआ. स्मिथ की कप्तानी में पुणे की टीम ने आरसीबी को 27 रनों से हरा दिया. #ViratKohli #IPL2017 #IPL #SteveSmith,0,0.0,hi
3,2,user_697,बंसल रिश्‍वत मामला : टीवी एक्‍टर को दो दिन में CBI के सामने सरेंडर करने के निर्देश http://khabar.ndtv.com/news/india/bansal-graft-case-actor-anuj-saxena-asked-to-surrender-to-cbi-in-two-days-1470635 #BKBansal #CBI,0,0.0,hi
3,3,user_898,Khali petrol one rupees badhuxxi one rupees kamuchhi ha ha ha,0,0.0,other
3,4,user_898,Jitne video the sare mila diye..hard disk khali kar di lagta hai bajaj ne.,0,0.0,hinglish
3,5,user_279,देखें लाइव - स्वावलंबन कार्यक्रम में प्रधानमंत्री नरेंद्र मोदी के भाषण का हिन्दी अनुवाद - http://t.co/eLmK8LCk04,0,0.0,hi
3,6,user_279,Aahat serial ka sequal a rha hai.....  Aahat 2,0,0.0,other
3,7,user_697,"Hey bhagwan, kaise neech kaam karti hai tu🙄",0,0.0,other
3,8,user_898,"ye villagers agar guilty pae jae to inka sab kuch band kiya jae , pahle ghar ke andar thik karna hoga",0,0.0,other
3,9,user_697,lagta hai dharti phadh ke niklegi bike .. aur sidha mangal greh pe lejaegi ! hahahahaahaha,0,0.0,fr
3,10,user_279,Abe fake ID thu sanghi hai sabko pata hai,1,1.0,other
3,11,user_898,Budget km tha bc. ..  Boman aur Sushmita 😂😂,0,0.0,en
3,12,user_697,मेगास्टार अमिताभ बच्चन का कहना है कि वह अपनी ‘पीकू’को-स्टार दीपिका पादुकोण के साथ फिर से काम करने को तैयार हैं...,0,0.0,hi
3,13,user_697,बीजेपी के राज्‍यसभा सांसद तरुण विजय के साथ उत्तराखंड में झड़प होने की खबर है। अभी तक मिली जानकारी के अनुसार इस झड़प में तरुण विजय बुरी तरह घायल हो गए हैं।,0,0.0,hi
3,14,user_898,chal bhai tu ishi se satisfied ho ja,0,0.0,en
3,15,user_898,दोपहर 2 बज चुके हैं और इसके साथ ही दिल्ली विधानसभा चुनाव के लिए वोटिंग का आधा दिन खत्म हुआ और इस समय तक विभिन्न विधानसभा क्षेत्रों की वोटिंग प्रतिशत कुछ ऐसी रही।,0,0.0,hi
3,16,user_898,Ye log laterin main plan banata wohi phortta .bahar aa kar gas phortta. Aaj tak mujhe samaj main nahi aaya ki bharat se sabhi war harne ke bad bhi saare general itna tagma kyon phentea hai. Wo india ko batanae ke liye. Dekho ji hum ne tagma pahen li aab marji aap ki giin looo,1,1.0,other
3,17,user_697,अगर आपके पास एन्ड्रोयड हैं तो इस 2 MB की छोटी सी app से आप दिन में 500-600₹ का रिचार्ज व इससे अधिक भी कमा सकते हैं। क्लिक करें:-App #earn_free_mobile_balance__earntalktime,0,0.0,hi
3,18,user_697,mt kro kam office m ya mmt lo addmission wha simplee,0,0.0,en
3,19,user_396,arey magarmach  ke ankh par apna gila  kapra daal deyta  or aram se nikal jata,0,0.0,other
4,0,user_777,america ni bol raha trup bol raha h barna Bharat Ke khilap yaise ward,1,1.0,other
4,1,user_777,agar vo atankavaadi thi to usaka sahi hasr hua................,0,0.0,en
4,2,user_777,अबे कटुवे साले वो दिन तेरा आने वाला है क्यों जो कुछ बच्चा है तुम्हारा हाथ का वो भी बदनाम कर रहे हो ।,1,1.0,hi
4,3,user_777,Ye saale netao ko ek baar border me beja jaaye .....aur koi gun na di jaaye.......bas,1,1.0,fr
4,4,user_388,Gaurav anilo Chief Minister AP mukhyamantri Chandrababu Naidu Ghar Ki Jai Jai Chandrababu Naidu jai Telugu Desam Party Jai Paritala Sriram,0,0.0,other
4,5,user_388,Hamari sarkar ko do kaam ata hai kadi ninda aor thos kadam   aor midiya a jati hai teen talak par  bikau midiya,1,1.0,fr
4,6,user_388,Yahan desh ki ldai hone wali h tuje paiso ki padi h.sale,1,1.0,other
4,7,user_777,"साउथ सिटी गुड़गांव का आर्केडिया कॉम्प्लेक्स बम की सूचना के बाद खाली कराया गया, जांच के बाद बम की सूचना गलत निकली",0,0.0,hi
4,8,user_511,Kyu ki jisay isis puri duniya ko kokla karta hai wisay hi ye india ko barbad karta hai,1,1.0,en
4,9,user_388,जेएनयू छात्र संघ के नेता कन्हैया कुमार के साथ रवीश कुमार की बातचीत,0,0.0,hi
4,10,user_388,इतिहास गवाह है ये लोग किसी के भी नही हुये ...तो हिन्दुस्तान का क्या होगा .. ये लोग जिस थाली मे खाते हैं उसी थाली मे छेद करते हैं ..l,1,1.0,hi
4,11,user_511,In ko line lagwake goli mar deni chahiye salo ko ....,1,1.0,other
4,12,user_388,Are tm samaj ke to maar rahe hm sb ko aur support kr rahe ho,0,0.0,en
4,13,user_777,Abe jhaat k pissu kamran kb  beta ab gaand fat ri h kya...acchi baat h fattni bi chahiye...,1,1.0,other
4,14,user_777,ye dekho ek modi bhakt mila 👆   modi agar apne bhakto ko apne kiye huy sandaas ko halwa bolega to uske bhakt wo bhi sach samajh kar khaa jaayege,1,1.0,other
4,15,user_777,Ye sarkar ghanta kuch kregi...BC ise vote de k lgta h ki inse sai congress hi thi.... Ye bjp wale to khud dharam or jaatiwaad m lge hue hn...khud hi atankwaadi paida kr rahe hn..or isi wajh se begunah log maare ja rahe hn.,1,1.0,en
4,16,user_777,EC mai dam h to iske khilaf F.I.R. darj karaye,1,1.0,other
4,17,user_511,ये तो अपने  मुह मिया  मिठ्ठू   बन रहा,1,1.0,hi
4,18,user_777,Home minister Ko hatao .Ye sirf baat karna jante hai.inse kuch hone wala nahi hai.na inse Kasmir samhal Raha na kuch aur.,1,1.0,fr
4,19,user_511,Sanj Eev bhai dekh lo ab modi haa jawab mil gya naa,1,1.0,other
5,0,user_122,"जीत के भाजपा के दिल्ली प्रदेश अध्यक्ष मनोज तिवारी जी, सभी कार्यकर्ता, दिल्ली की सभी जनता जनार्दन को बधाई एवम् शुभकामनाएं ||",0,0.0,hi
5,1,user_122,अपने गृहमन्त्री जी का निंदा वाला बयान भी नहीं आया अबकी बार तो। उनकी धमकी वाले बयान को पढ़ने के लिए बेचैन हैं। वरना हमें जोश का भी अनुभव नहीं हो रहा है।,1,1.0,hi
5,2,user_68,Galt kaha bolo gand pe goli marni chahiye in sub ki ..ya napunsak kar dena chahiye in sb ko,1,1.0,en
5,3,user_870,hahhahahahahaha Koi nahe rock sakta yeh aap logon ke bhool hai apke bewakoof media ne or bollywood ne aap ka damag kharab kia hua hai. India kbi b War nahe kar sakta agr ghalti se war huy be tu India ke 05 confirm tukray hon gay. Lkn yeh confirm hai Kalboshan ko Phansi ho key rhy gee,1,1.0,fr
5,4,user_870,ab na ane ki yeh,1,1.0,de
5,5,user_587,मोहब्बत तो पड़ोसी के बच्चों से भी है बे मौलाना तो क्या जायदाद उनके नाम लिख दे😂😂,1,1.0,hi
5,6,user_572,ऐसे समाचारो से हमारे नेतागण डरने वाले नही है.,0,0.0,hi
5,7,user_587,अबे कटुओ श्री राम के भक्त है योगी जी,1,1.0,hi
5,8,user_122,कांगी जानवरो प्लेट गन रुकवाने में तुम्हारी अम्मी क्यों मरी थी चम्पक चूतियों  तुम तो चुप रहो देश के दुश्मनों,1,1.0,hi
5,9,user_587,kuch to gadbad lagta hhai...,0,0.0,other
5,10,user_68,"फिर किसी के जाने की याद में दो लफ्ज़ लिख दिए जाएँगे, फिर किसी के आँसू निकलेंगे और सूख जाएँगे,  ये ज़िंदगी मगर ऐसे ही चलती रहेगी अपनी रफ़्तार से, तेरे जाने का गम बस तेरे अपने ही समझ पाएँगे..!!!",0,0.0,hi
5,11,user_122,Jasodaben ko Akbar Owaisi sahab se shadi kar leni chahiye,1,1.0,other
5,12,user_122,Fuji daily marr rahy hy aur hamare country ka Hitler Mann ki bakwas kr KY khud ko bohat smart samaz raha hy...,1,1.0,en
5,13,user_572,Aabe isse kaunsa award chaiye,0,0.0,other
5,14,user_870,"Kutta bhi kha, humko kya, lekin isko news mat bana.",0,0.0,other
5,15,user_587,Abki bar sidhe aar ya par.lahore me ghus k maro hijado ko,1,1.0,es
5,16,user_870,मौलाना साहब राजनीती न करो।अपना काम करो।,1,1.0,hi
5,17,user_68,Tera bap banane aaya tha kya. Kitne ghotale kiye tab apni ma chudva raha tha.. mulle.,1,1.0,fr
5,18,user_870,Koi kadam to uthaana hi hoga sarkaar ko,0,0.0,other
5,19,user_587,देश में बैठे पाकिस्तान के समर्थको से पहले निपट लो,1,1.0,hi
6,0,user_652,Apne phon k play store se champcash install kro signup kro reffer id mange usme 331710 daalo .... bas ho gye join 62 rs turnt milenge or lakho mahine kmao gaurnted.... modi ji ko yh app permot krni chahiye berojgaro k liye... for more info whatsapp me 9068010671,0,0.0,en
6,1,user_274,bc Bajaj ab Bajaj nai raha.. queen of Britain na ho gyaa,0,0.0,en
6,2,user_274,भारत और पाकिस्तान के बीच 19 मार्च को टी-20 क्रिकेट वर्ल्डकप का बहुचर्चित मुकाबला धर्मशाला की बजाय कोलकाता में हो सकता है। #IndiaVsPakistan,0,0.0,hi
6,3,user_652,Koi to Hai Jo party ko todna chahta Hai Hai party Mai hi hai,0,0.0,en
6,4,user_652,der se aaye par durast aaye,0,0.0,en
6,5,user_887,जितने भी नेता  अफसर और जज हैं उन सब की औलादों को बॉर्डर पर भेज देना चाहिए । अगर ऐसा नहीं होता है तो सारे जवान और सैनिक अपने-अपने घर पर लौट कर आ जाए ।,0,0.0,hi
6,6,user_212,दिल्‍ली : तेज़ रफ़्तार कार ने पांच पुलिसवालों को रौंदा http://goo.gl/UtbCIK  #CivilLines #DelhiPolice,0,0.0,hi
6,7,user_652,कड़ी निंदा ..#राजनाथ सिंह ..,0,0.0,hi
6,8,user_652,Pahle ghat se duaman ko khatam karna hoga naksalvaad aur agar use hi khatam nahi kar sake to bahar ladna to door ki baat sochna bhi galat hain,1,1.0,other
6,9,user_212,इनके बाप है para कमांडो गांड में से धुआं निकल देंगे,1,1.0,hi
6,10,user_652,bhai ye sab hone par thoda time lagega...........,0,0.0,en
6,11,user_652,केरल के बिशप ने हिंदू युवक को किडनी दान में दी...,0,0.0,hi
6,12,user_652,Priya Mehra 🆓🆓ONLINE 🆓🆓 ✔PART-TIME-JOB ✔अगर आप घर बैठे कमाना चाहते है ✔15000 से ज्यादा बिना पैसा लगाऐ ✔तो 7355538054 पर JOIN लिख वाटसेप पर मैसेज कर,0,0.0,hi
6,13,user_274,Ahooo ab 2 hogy hin ab to mza aye gaa,0,0.0,other
6,14,user_887,Sir God apko himmat d logoko understand n ho raha,0,0.0,en
6,15,user_652,Pls do saal railway ka job barha dijiye this month,0,0.0,other
6,16,user_887,Par bhakt kehrahe hai k modi ji ko mila  Fadnavis ne toh twitter par wish bhi kardiya modi ji ko,0,0.0,en
6,17,user_887,सीबीआई ने नोटबंदी के बाद कथित रूप से जरूरी दस्तावेजों के बिना 36 लाख रुपये के पुराने नोटों को नए नोटों से बदलने के लिए डाक विभाग के एक वरिष्ठ अधीक्षक सहित तीन अधिकारियों के खिलाफ मामला दर्ज किया है.,0,0.0,hi
6,18,user_887,बङी से बङी समसया का समाधान आप का एक  फोन आप की जिनदगी बदल देगा all problem solution Pandit ji (9680662644) love vashikaran specielist Pandit ji one call change your life,0,0.0,hi
6,19,user_887,*JOB JOB JOB**_```मुझे कुछ 50-100 ऐसे लड़के - लड़कियों की ज़रूरत है जो कि मेरे साथ टीम बनाकर अपने घर में बैठ कर काम कर सकें । काम केवल फेसबुक और व्हाट्स एप पर एड पोस्टिंग का है।```_**_```काफी अच्छा पैसा कमा सकते हैं बिना एक भी रूपया लगाये अपने पार्ट टाइम में । अगर आप इच्छुक हैं तो मेरे व्हाट्स एप 'JOB' लिख कर भेज दें।```_**(+919555486359)इस नंबर पर ।**_```नोट:- सिर्फ ऐसे लोग सम्पर्क करें जो मेहनत करके कुछ पाना चाहते हैं । बिना कुछ किए पाने की इच्छा रखने वाले मुझसे सम्पर्क न करें ।```_*,0,0.0,hi
7,0,user_535,"World Famous Astrologer Baba ji +91-9001018938   जीवन की सभी समस्याओं का समाधान केवल एक फ़ोन पर 100% गारंटी के साथ करवाये। +91-9001018938 LOVE PROBLEM :-:: प्यार में धोखा मनचाही शादी प्यार में घर वाले मनाना पति पत्नी अनबन  BUSINESS PROBLEM:-:::  काम कारोबार में रुकावट,नौकरी ना मिलना व्यापार में लगातार हानि होना  Parsnal Problem:-::: घर में अशांति फैलना,किया कराया, ग्रहक्लेश सभी समस्याओ का एक फ़ोन पर तुरंत समाधान। +91-9001018938.",0,0.0,hi
7,1,user_803,Sare ek jaise h...trp k chkr me bhedbhav bhed rhe h,1,1.0,en
7,2,user_626,Rajniti me haar jeet hoti rahti hai........... ye koi asthai cheez nahi hai.......... kal fir satta paltegi............... yad rakhna..............,0,0.0,other
7,3,user_730,"This is what I say to kashmiris ' jo Apne mulk ke na ho sake , wo kisi or mulk k Kya honge'",0,0.0,en
7,4,user_310,aise 2-4 ke chakkar me puri party ka naam kharab hota hai :/ pehle to inhe educate karne ki jarurat hai >:(,0,0.0,other
7,5,user_626,Koi baat nahi virat aage ki tayaari karo ok,0,0.0,fr
7,6,user_310,जेडीयू ने मांग की कि लोकसभा में विपक्ष का नेता कांग्रेस से होना चाहिए,0,0.0,hi
7,7,user_535,Sabi log phle video deko...kumar vishwas ne as a indian ye video bnai h...and sadly koi bi news channel is video ko nhi dikha rha,0,0.0,en
7,8,user_310,आरक्षण मे प्रधानमंत्री रक्षामन्त्री राष्ट्रपति सर्वोच्च न्यायाधीश कुलपति सेनाध्यक्ष आदि होता तो देश को ये दिन देखने नही पडते इतिहास गवाह है चन्द्र गुप्त अशोक इत्यादि के शासन,0,0.0,hi
7,9,user_535,"शिकायत ""मौत"" से नहीं ... ""अपनों"" से थी मुझे....!!!  जरा सी आँख बंद क्या हुई .... वो कब्र खोदने लगे...!!!",0,0.0,hi
7,10,user_730,Har Ghar modi.. Jai modi,0,0.0,other
7,11,user_310,Are bhai woh  tax bharte hai tax bharne wolon par kya karvai hogi woh koi kamjor log nahi hai jo unhe pitenge,0,0.0,other
7,12,user_626,"ABP wale AAP ka churan kha liya hai Jo ki hazam nahi kar pa raha hai, thoda mahol sant hua nahi ki dalali start..are ek v time Central govt ka criticize to kar ke dikha baitha ke pucho to sahido ka badla kab loge...",1,1.0,en
7,13,user_626,WO TO CHINA INDIA KA KABADDI KA MATCH HONY WALA HAI  TEAM AAYE HAI,0,0.0,en
7,14,user_730,1000% sach hain ap ki baat,0,0.0,other
7,15,user_310,Modi g kus nai kar raye h ase hi bolte rahte h,0,0.0,other
7,16,user_310,BABA RAM DEV BILKUL SAHI KAHA HY  HAR HAE MODE  HAR HAR MAHADEV,0,0.0,de
7,17,user_626,"get your love back just call Now 9928346668 and #all_problems_solution_with_in_72_hours one call change your life.  समस्या चाहे कैसी भी हो जड़ से खत्म। बड़ी से बड़ी समस्या का समाधान।101% अपने मन चाहे प्यार को पाना, काम कारोबार, किया कराया, सोतन से छुटकारा, पति - पत्नी में अनबन,  just call now(((((+91-9928346668)))) baba ji This is my what's up no>>+91-9928346668",0,0.0,hi
7,18,user_310,"मुंबई में नशे के सौदागरों का खेल, फैल रहा है 'म्याऊं-म्याऊं' का जाल  http://t.co/mMbyRdnM3d",0,0.0,hi
7,19,user_310,Prashant Tapre chutiye tujhe dekhna nhi hay toh mut dekh magar bakchodi mut kar.,1,1.0,fr
8,0,user_107,Net slow hoga to live clear kaise hoga,0,0.0,en
8,1,user_44,शिव सेना  की नाराज़गी स्थाई प्रकृति की है लेकिन अप्रभावी है.  इसलिये सरकार के लिये  चिंता की कोइ बात नही है.,0,0.0,hi
8,2,user_556,Sir acha kam karte jao sab ko chalane do,0,0.0,de
8,3,user_556,Ni hme bht baria lag raha hai hm yadav ya aur koi ni yogi ji bht mast kaam kr rahe hme bht khushi mili .sb line pe hai .sbka sath sbka vikas dikh raha hai,0,0.0,en
8,4,user_44,Congress ummeed abhi zinda hai saans abhi baaki hai larho insaaniyat ko bachane ke liye is azimusshan mulk me imaan abhi baaki hai aaj unka hai kal hamaara hoga insaha Allah,0,0.0,en
8,5,user_444,Ye sahi kaha rohit ji,0,0.0,en
8,6,user_444,Prime time ka super hero ravish Kumar jodi tor  dak sune  k n asay  tobe  ekla c ray,0,0.0,en
8,7,user_931,आज तक देश आज तक देश का नंबर 1 चैनल बन चुका है बहुत ही अच्छा न्यूज़ वेट करते करते हो,0,0.0,hi
8,8,user_444,"10000 rupee ke share kharidna chahta hu, Kon c company k kharida",0,0.0,en
8,9,user_44,Bad luck hoga  salman Bhai ka  kyoki jo bhi unki girl friend  filme ki Hai  dgga de di Hai  life partner  nahi  bani,0,0.0,other
8,10,user_444,वाह बधाई हो...... आप लगता है उत्तर और दक्षिण MCD में मुख्य विपक्षी दल हो सकती है। बधाई हो केजरीवाल😂😂😂,0,0.0,hi
8,11,user_444,Shayad 2012 ki baat kar rahe the,0,0.0,other
