comment_text,toxic,toxicity_score,language
सात सिरी आकाल वाहे गोरू जी का खलसा वाहे गोरू जी की फतह जय हिंद अमर रहे,0,0.0,hi
Kahi aaisa toh nahi k lene k baad sarey customers aaise hi roye :D,0,0.0,en
Tino Ko milna chaheeye khelne,0,0.0,other
Afwaye   na  failao,0,0.0,other
वर्ल्ड टी-20 : भारत के खिलाफ तीन ओवर के बाद पाकिस्तान का स्कोर 12/0 #WT20 #IndvsPak,0,0.0,hi
"पहली किसान मंडी, कितनी हिट, कितनी फ्लॉप!... http://t.co/fkj3SuxCmJ",0,0.0,hi
Jitna bjp ne kiya hai..Utna congress ne apne life time mein bhi kiya...Khali bakwas karte hai... Aur ninda karte rahete hai...,0,0.0,en
मुस्लिम महिलाओ में अधिक्तर वोट बीजेपी को मिले है।।।तलाक के मुद्दों पर....।।दलित और मुस्लिमो को भी सरकार में जगह दे भाजपा।,0,0.0,hi
आप जरा मुझको बताना की वेदों मे ऋद्धि सिद्धि के लिये कब गाय की बलि दी गई थी,0,0.0,hi
सुपरस्टार सलमान खान का मानना है कि युवा अभिनेत्री और फिल्म ‘‘प्रेम रतन धन पायो’’ में उनकी साथी कलाकार सोनम कपूर ने खूबसूरती और प्रतिभा के मामले में उनकी नायिका रहीं… #SalmanKhan #SonamKapoor,0,0.0,hi
Live: पांचों राज्यों में प्रत्येक सीट पर इलेक्ट्रॉनिक वोटिंग मशीनों (ईवीएम) का इस्तेमाल होगा http://khabar.ndtv.com/videos/live/channel/ndtvindia,0,0.0,hi
Jai hind*फिर उड़ गयी नींद ये सोच कर......*   *सरहद पर बहा वो खून मेरी नींद के लिए था.....!!*😔  - #DeEp,0,0.0,hi
Aao jhukh kar Salam kare inhe jinke hisse me ye mukaam ata hai.. kis kadar khush kismat hai ye log khoon jinka watan k kaam ata hai,0,0.0,en
Yamaha mein models kaam kartiye bhai idhar bhoot kartey hai,0,0.0,other
"सही है , ये संघर्ष आप को रसातल तक लेकर जाएगा ।",0,0.0,hi
Shayad 2012 ki baat kar rahe the,0,0.0,other
Bilkul sahi rohit ji class lo sabki.... But fayda nhi hai koi bhi ap bhi jante ho....,0,0.0,de
Diplomacy re pura fail e govt,0,0.0,en
कड़ी निंदा ..#राजनाथ सिंह ..,0,0.0,hi
कमाइए 500 - 1000 प्रती दिन अपने ही एंड्रॉइड फोन से...! सबसे पहले google play store से Champ cash App अपने android फोन में इंस्टॉल कर लें और उसमें साइन अप करके Refer id :- 9028334 सबमिट कर दीजिए...  ♦कृपया ध्यान रखें  ♦ (साइन अप करते समय whats app नंबर का ही इस्तेमाल करें...) बाकी जानकारी आपको whats app पर समझा दी जाएगी...,0,0.0,hi
अमेरिकी राष्ट्रपति बराक ओबामा ने पूर्व प्रधानमंत्री मनमोहन सिंह के इस्तीफे देने के बाद आज उन्हें फोन किया और कहा कि वह कुछ ऐसे नेताओं में एक हैं जिनकी वह काफी सराहना करते हैं और उनके साथ काम करने की कमी उन्हें खलेगी। पढ़ें पूरी खबर... http://khabar.ndtv.com/news/election/obama-calls-manmohan-says-he-will-miss-him-388663,0,0.0,hi
"📢📢📢📢 नौकरी नौकरी नौकरी 📢📢📢📢 एंड्राइड मोबाइल से बिना कुछ पैसा लगाए लाखो कमाइए playstore से इनस्टॉल करें ""CHAMPCASH"" बिज़नस app और 3369164 ये sponsor id डालिये उसके बाद हम आपसे आपके रजिस्टर्ड मोबाइल पर whatsapp से संपर्क करेंगे",0,0.0,hi
"दिल्‍ली-एनसीआर में भूकंप के तेज झटके महसूस किए गए, लोगों में दहशत http://khabar.ndtv.com/news/india/earthquake-in-delhi-ncr-1626441 #delhi #earthquake",0,0.0,hi
Thanks pm g hamare liye itna sab khuch krne ke liye muje Garv h apne pm pr jay hind,0,0.0,en
मा०#केजरीवाल(कलयुगी हरिश्चन्द्र) अब लडेंगे #राष्टृपति का चुनाव क्योंकी उसमें E.V.M.का प्रयोग नही होता है!!!!,0,0.0,hi
"पंडितो बाबाओ से धोखा खाए जरूर आजमाए +91-9928827268 Astrology, Horoscope,pt:vinod swami ji call & Whatsapp no +91-9928827268 काले ईलम के माहिर सभी समसयाओ का समाधान गारनटी से 72 घनटो मे 101% पति पतनी मे अनबन वशीकरण love problem solutions pt:vinod swami ji",0,0.0,hi
खयाल अच्छा है गालिब दिल को बहलाने को।,0,0.0,hi
Retweeted NDTV Videos (@ndtvvideos):  कोलकाता की एक बिल्डिंग में लगी आग - http://t.co/DZjyhDmFAH,0,0.0,hi
किसानों ने भारत का भाग्य बदला : प्रधानमंत्री नरेंद्र मोदी,0,0.0,hi
Pehle kehte the Sarkar kuch krti ni bhrashtachar h ab jb srkar kuch rhi h to logo ko mirchi lg rhi h  Are bhai desh ko badlna h to sabko bhagidar hona pdega. Desh hmesha sb logo se milkr bnta h Azaadi bhi tabhi mili jb pura desh ekjut ho kr lda tha aaj bhi pure desh ko ek jut hokar ldna pdega,0,0.0,fr
bataao aisa prachaar hoga toh kaun congress aap ladegi.,0,0.0,de
‌Part time job करके Rs.10000 - 50000 कमाना चाहतेहै तो.......आइये *CashLess DIGITAL INDIA* से जुड़िये......Zero investment.... JOIN होने के लिए आप1⃣ अपने फ़ोन केplaystore*में*Champcash money free* लिखो और उस app को अपने मोबाइल में install कर लो !2⃣ अब app पर click करो और sign up पर click करके अपनी डिटेल्स भर दो.3⃣ Refer id of sponsor पूछेगा वहाँ पर *12935304* डाल दो 4⃣ complete challenge aur apna id activate karke business se jud jao*Refer id 12935304,0,0.0,hi
अंतरराष्ट्रीय स्तर पर नित नए आयाम गढ़ रही अभिनेत्री प्रियंका चोपड़ा का कहना है कि वह खुद को सीमित नहीं रखना चाहतीं और एक सफल व्यक्ति बनना चाहती हैं।,0,0.0,hi
Abey.. IE pe aaya hai.. Aur kya chahiye?,0,0.0,other
sawal ye hai ki wagon r pe takkar mar ke Scorpio bhaag aai,0,0.0,en
दलित के भेदभाव बंद होना चाहिए दलित को सताने वाले के ऊपर कार्यवाही होनी चाहिए,0,0.0,hi
अहमदाबाद में सताए हुए पुरुषों के लिए हेल्पलाइन...खबर पढ़ें...http://t.co/yERfptxLYr,0,0.0,hi
Paisa nikalne me bahut prob ho rhi h modi ji..much kariye ..ek baar janta k bich me aaiye apko kabhi rate Marne ki zarurat ni padegi,0,0.0,en
right... junaid pehle 5 pe tha ab 4 pe kar diya...,0,0.0,en
Police ko nikkama kisne banaya.,0,0.0,fr
Wahh mere desh k laal kya khoob likha hai ....,0,0.0,other
"SRH BEST BOWLING LINE UP!!!  . . 6 over 48, aasar tho dekha hi tha sayad!!!",0,0.0,en
अगर आप में एक हिन्दु का खून है तो इस पेज को लाईक करे http://www.facebook.com/photo.php?fbid=416649821716770&set=a.406421179406301.82714.406400062741746&type=1&theater,0,0.0,hi
Bhai log kaise ho!! Kuch deekha kya?? Indian media 😡😡😡😡,0,0.0,other
mt kro kam office m ya mmt lo addmission wha simplee,0,0.0,en
अखिलेश शर्मा की कलम से : मोदी के 'मीडिया मिलन' समारोह पर उठे सवाल http://t.co/KEhUCdyLvb,0,0.0,hi
Sahi ja rah hai tu bhie,0,0.0,other
arre itne time mein toh nayi bike bhi manufacture ho jaati !!!,0,0.0,en
Koi baat nahi virat aage ki tayaari karo ok,0,0.0,fr
May chahata hu  ki narend modi ji india kay priministar (pm) banay des badal jayga,0,0.0,en
"Bandh karo yeh fizool ke reactions, yeh sab kori bakvaas ke alaava kuchh nahi hai,",0,0.0,en
"Do din baad phir sab normal ho jayega....yeh sab election time hi tak keliye hota hai, ek sar ke badle das sar 😁",0,0.0,en
मणिशंकर अय्यर की कलम से : वाजपेयी का विनम्र हास्य नदारद था लालकिले के भाषण से - http://t.co/9iqZCZf7gO,0,0.0,hi
Arrey yaar ithna tho swami aur priyanka bhi irritate nahi karthe,0,0.0,en
Modi Ka Bhi Before And After Dikha Do Bhai Mere,0,0.0,de
madam ji Sonia ganghi jeetegi tabhi to banegi per wo abki bar nai jeet payenge,0,0.0,other
"Digital india से जुडिये  अपने Android mobile से   अब Rs. 15000-50000/महीना कमायें.  बस आपको Advertising करना है.  और कम्पनी आपको हर माह आपके बैंक एकाउंट मे रूपया देगी...  बस आप इस whatsApp no. (8533832190)पर ""JOIN"" लिख कर send कीजिए.",0,0.0,hi
"आंध्र और ओडिशा को जो भी सहायता की जरूरत होगी, केंद्र सरकार मुहैया कराएगी : गृहमंत्री राजनाथ सिंह",0,0.0,hi
नहीं भाई इस्लाम नफरत नहीं सिखाता  हम सब  भाई है और रहेंगे  मेरे हिन्दू दोस्त मानते नहीं है इस्लाम को पर फिर भी मेरे धर्म का अदर करते है  क्यों की हम indian है  है न भाई....😊,0,0.0,hi
बीजेपी के राज्‍यसभा सांसद तरुण विजय के साथ उत्तराखंड में झड़प होने की खबर है। अभी तक मिली जानकारी के अनुसार इस झड़प में तरुण विजय बुरी तरह घायल हो गए हैं।,0,0.0,hi
yaar koi hindi me ago.. kya uni puli lags rkha hai,0,0.0,en
खतरों की जानकारी देकर आपने जनसेवा की है ।अब खतरों से खेलने में आसानी होगी ।जोखिम नहीं तो प्राप्ति नहीं!लड़ने का हुनर जरूरी है।जरूरत आविष्कार करवा देती है।शिक्षित होना भी अनिवार्य हो जायगा।अपने दर्शकों के प्रति आपका उत्तरदायित्व-बोध अनुकरणीय है।,0,0.0,hi
Kaash koi bhartiy naagrik bhi Ese hi bnte rhe pallet,0,0.0,it
Ha ha wait karo janiba Bhai Munda kahar kharap heichhi wait karo 5-7 years,0,0.0,other
Kya karna chahte hai ye lo,0,0.0,other
मृदुभाषी लोकसभा अध्यक्ष सुमित्रा ताई संघर्ष में तपी सांसद हैं...खबर पढ़ें...http://t.co/OIHIj1KOlY,0,0.0,hi
"Desh badal raha hai , Aage nikal raha hai 🎉👍🙏",0,0.0,de
Ye chaar chizey BJP nahi degi tumko...baath note karlo meri. 😂😂,0,0.0,en
Bike na chale toh Kam se Kam gaana toh chal jaye..,0,0.0,de
Maine Google pe search kiya to bahut se article mile malda riots ke aur kuchh news wale statements bhi le rahe the jinke gharo ko jala diya gaya tha malda mai aur kya proof chahiye #amarnayak.,0,0.0,fr
नियत का तप और विकास का ही जप यही तो है भाजपा,0,0.0,hi
kon sa mujhe wahan jane denge....,0,0.0,other
P. M sir  aaj mujhe bhut khusi h ki delhi ke mcd chunav  jit gye h but blzz  p.m sir  sukma me  jo hamare army sahid ho gye h unke bare me to sochiye... Kyu agr aise chlta rha to.. Unlogo ka himmat aur dadhta  rahega... Plzz sir kuch kijiye. Aapke  action ka hmlog ko intjar h,0,0.0,en
आज आप बिग बॉस के घर में मोनालिसा और विक्रांत की शादी होते हुए देखेंगे. यह पल बिग बॉस के 10 सीजनों के इतिहास में ऐसा पहली बार होने जा रहा है. #BiggBoss10 #MonalisaWedding,0,0.0,hi
विदेश में सबसे फ्लॉप टेस्ट कप्तान का रिकॉर्ड बनाने के करीब धोनी http://t.co/EDVUISlFsb,0,0.0,hi
Par bhakt kehrahe hai k modi ji ko mila  Fadnavis ne toh twitter par wish bhi kardiya modi ji ko,0,0.0,en
काश मेरी जिंदगी मे सरहद की कोइ शाम आए मेरी जिंदगी मेरे वतन के काम आए ना खौफ है मौत का ना आरजु है जन्नत की लेकीन जब कभी जीक्र हो शहीदो का  काश मेरा भी नाम आए काश मेरा भी नाम आए,0,0.0,hi
Lokpaal bill pe khmosi maar ke aap ne achcha nahi kiya abto sarkaar aur haalat aapke anukool hai kiun lokpaal ke liye aapki fusfusahat tak nahi nikalti?,0,0.0,de
जय हो गुर्जर भाइयों की,0,0.0,hi
"Part time job करके Rs.10,000 - 30,000 हर महीने कमाना चाहते है तो .......आइये DIGITAL INDIA से जुड़िये......Zero investment.... JOIN होने के लिए आप  1⃣ अपने फ़ोन के play store में champcash लिखो और उस app को अपने मोबाइल में install कर लो ! 2⃣ अब app पर click करो और sign up पर click करके अपनी डिटेल्स भर दो. 3⃣ Refer id of sponsor पूछेगा वहाँ पर 15555922 डाल दो  इस I'D (15555922) को खाली पेपर पर लिख लें आगे जरूरत पङेगी  4⃣ complete challenge और अपनी id activate करके business से जुड़ जाओ।",0,0.0,hi
😍😍😍IIT ke bachhe aisa bhi karte hai!!,0,0.0,de
bhai last movie kab dekhi thi,0,0.0,en
"Hey bhagwan, kaise neech kaam karti hai tu🙄",0,0.0,other
AAP ki kaman Kumar Biswas ki haat m dena chaheye.......kejriwal faltu aadmi hei.....eseliye aache aadmi ko dena chaheye,0,0.0,other
आवश्यकता है लडके एवं लडकियो की pantjali heath care में (राज्य एवं जिले अनुसार) हेल्पर- 8500+OT+ रहना+ खाना सुपरवाइजर- 12600+OT+रहना+ खाना (अनपढ से ग्रेजुएट तक)[उ०प्र० एवं बिहार मे and other states] सम्पर्क नं०- 7991766327 ( whatsapp),0,0.0,hi
Hamare PM hai hi yaise  Unki jitni bhi tarif kro kam hai Hume garve ki hume yaise PM mile hai Sallute hai unhe,0,0.0,other
Jai. Hind.     Bharat.  Mata.  Ki.   Jai0,0,0.0,en
Lagta he Delhi mein nagar nigam nahi vidhansabha lok sabha ka chunav he,0,0.0,de
Kapil sharma ke diwane  . . Ek ladki apni dost s ushki suhagrat k bare m puch rahi thi...  Girl 1st :- kla tera pahli bar tha na kesa lgaa???  Girl :- hmm yaad bhut accha lga but ek dikkat bhi aayi...  Girl :- vo kya.???  Girl 2nd :-yaar jab vo mere pass....see more,0,0.0,other
Raghuwar das Jo V jante hain apne mla ke bare main.. par bolte NH..,0,0.0,other
"Dominar 400 ko test karte karte joo log sahud hue hai, yeah sab unka hi bhoot hai",0,0.0,en
Teri Deshdrohi konsi badon ki film thee...! Woh toh bachon nebhi nahin dekhi.,0,0.0,de
Theek waise he jaise tm n pakistan banaya,0,0.0,en
"पूरानी सरकारो के पास सत्येन्द्र जैन , जीतेन्द्रसींह तोमर , नहीं थे आम आदमी पार्टी के पास कहां से आये ? राशन कार्ड का हून्नर कहा से आया ?  शर्म करो अन्नाजी भी आम आदमी पार्टी की वजह से शर्मींदा है l",0,0.0,hi
"प्रसाद ने कहा, ""मैं तो घाटे में चल रहे भारत संचार निगम लिमिटेड (बीएसएनएल) को सुधारने में लगा हूं, परंतु नीतीश अपने नए मित्रों के साथ बिहार को गर्त में ले जा रहे हैं।"" पढ़ें पूरी खबर लिंक पर क्लिक करके...",0,0.0,hi
"आज़म खान ज़रा ये बताये की UN का FullForm क्या है, और कितने स्थाई सदस्य है UN में।",0,0.0,hi
Sheeyzaan Pervez bhai ab toh le hi le,0,0.0,es
अरे भाई काले धन का क्या हुआ?? ठन्डे बस्ते मे चला गया।,0,0.0,hi
BJp maine to Saab raaji khushi hain Na Annaji,0,0.0,other
"Ush Se pehle 14 Aug. Ayegi Jo Pakistan ka independent day hai , wohi nahi bhejenge , aap pehle kyu sochte ho",0,0.0,de
bhaiya ye central govt  ke liye bhi kuchh kha h bo bhi btaiye keval ak one sided,0,0.0,en
Mobile Charger  hai bike main  :D :D :D :D :D,0,0.0,en
मित्र एक कार्यकर्ता की तरह नहीं ! एक नागरिक की तरह दोनों के कार्यो का आलान करें !,0,0.0,hi
Isse accha to animal's yaa poor people ko de dete milk,0,0.0,es
"मोदी मंत्रिमंडल का विस्तार रविवार को संभव, मनोहर पर्रिकर बनाए जा सकते हैं रक्षामंत्री...http://t.co/Xe2dSOMysY",0,0.0,hi
"Hum lok pal ke lie Kia kar rahe he,o v to ek nagrik hi he.unke lie to lokpal Jan Jan tak pahucha he.",0,0.0,en
"मोहाली टेस्ट : टीम इंडिया जीत से 3 विकेट दूर, दक्षिण अफ्रीका को जीत के लिए और चाहिए 116 रन  http://khabar.ndtv.com/news/cricket/india-vs-south-africa-test-series-1st-test-day-3-at-mohali-1241052 लाइव स्कोर यहां देखें : http://khabar.ndtv.com/leaf/cricket-scorecard/filename/insa11052015179425 #INDvsSA #MohaliTest",0,0.0,hi
Aap ke batane se pahle hi hame pata lag gya hai.thanks for information,0,0.0,en
Sir ap log debate kro .. Interview kro par jo jawan hamare mar reh h na unko khana do na unhe marne se bacha sake ... Sir kya kre apke esse vikas ka agar yehi tumhara vikas h to nhi chyie sir,0,0.0,en
ईंट का जवाब पत्थर से  हमारी सेना दुनिया की सबसे अच्छी सेना है जय हिन्द,0,0.0,hi
"Tu nahi degi , Per Hum denge aur 2019 BJP HI Jitegi.",0,0.0,de
Subramanyam swami k liye e bhashan naa k kisi aur k liye.samajhnay wali baat hai.,0,0.0,en
Marj badhta hi gaya jun jun dawa ki,0,0.0,en
naksaliyo ko or jo jnu me nare laga rahe hai unhe bhi goliyo se bhoon do ..inke itne tukade karne sale pehchanne me bhi nahi aaye,0,0.0,other
Koi bhi kyon na ho chaye Badra ho ya Sonia ya Rahul Sab ki janch Hoin chahiye. Ham log Tax dete hain. Bharsta chariyion ko jail Honi chahiye.,0,0.0,en
"Digital india से जुडिये अपने Android mobile से अब Rs. 10000-15000/महीना कमायें. बस आपको Advertising करना है. और कम्पनी आपको हर माह आपके बैंक एकाउंट मे रूपया देगी... बस आप इस whatsApp no. (8447997907)पर ""info "" लिख कर send कीजिए.",0,0.0,hi
प्रचार  तो  अनेको  तरीके  से  जोरदार  चलता  ही  रहता  है.,0,0.0,hi
ma to khan ke na news portahu nahi Like krtahu,0,0.0,other
Naksal log Aur rajnaitik party k beech mey Police Force's pistey rehtey h... Unki Kya galti rehti h wo Toh apni jimmedari nibhatey h!,0,0.0,en
🐡    🌞Great🍂Super🌻Awesome🍁🔜 😘Add close💖Poke karo🍁😘 :* Bot Site (Y) Badshah.cf (Y),0,0.0,en
"अमेरिका के राष्ट्रपति पद के लिए रिपब्लिकन पार्टी के उम्मीदवार डोनाल्ड ट्रंप के बेटे ने कहा कि यह वक्त व्यापक समझ रखने वाले (कॉमन सेंस) राष्ट्रपति का है, जो व्यवहार कुशल हो और एक डॉलर के मूल्य की कद्र करता हो...",0,0.0,hi
"आम बजट से तमाम लोगों को कई उम्मीदें थीं,  लेकिन उनमें से कितनी उम्मीदे पूरी हुई? देखें चर्चा हम लोग में... http://khabar.ndtv.com/video/show/hum-log/hum-log-who-gets-what-from-this-general-budget-358433",0,0.0,hi
"चिंताएं, परेशानियां, दुःख और तकलीफें  परिस्थितियों से लड़ने से नहीं दूर हो सकती,  वे दूर होंगी अपनी अंदरूनी कमजोरी  दूर करने से जिसके कारण ही  वे सचमुच पैदा हुई है !!",0,0.0,hi
"Hamein history se seekhna chahiye. Government ko badhawa do agar wo accha kaam Kare, criticize karo agar kharab policy laaye. hero worship mat karo.",0,0.0,en
Kal kheda or patra bhul jana q ki rajnath singh ne kadi ninda kar di he,0,0.0,other
जिनको अपने आप पर जरूरत से ज्यादा विश्वास होता है उनके हाथ मात्र असफलता और शर्मिन्दगी ही आती है । यदि आपकी समस्या का हल भारत मे नही हो सकता तो ऐसा कोई देश नही हो सकता जो समस्या हल कर दे । विश्व मे जितने भी विवाद है उनके अजाम पर सोच लो । आप अपने व्यवहार को देख सकते है इस तरह से क्या आप हल अपने जीवन मे ले सकेगे । समझदार बने और अपने देश का गौरव करना सीखे । हा पाकिस्तान भी अपने तरीके से मदद कर सकता है । आमीन,0,0.0,hi
"+91-9815215009 प्रेम-विवाह }}{{ मनचाहा प्यार }}{{ काम-कारोबार }}{{ पति - पत्नी में अनबन }} +91-9815215009 लव मैरिज ,वशीकरण, सौतन दुश्मन छुटकारा ,पति पत्नी अनबन गृहक्लेश ,कर्जा मुक्ति , ,निःसंतान, एक बार फ़ोन जरूर कर Call Now +91-9815215009",0,0.0,hi
Bike se zyada to comment read krne me maza aa rha he😂,0,0.0,en
"रविवार की शाम को कैलिफोर्निया स्थित लॉस एंजेलिस के डॉल्बी थिएटर में होने वाले 89वें अकादमी अवॉर्ड्स में आखिर कौन विजेता है, किस फिल्‍म का बेस्‍ट फिल्‍म का पुरस्‍कार मिलेगा जैसे हर सवाल के जवाब पहले से ही दो लोगों के पास हैं. पढ़ि‍ए यह खबर.  #89thAcademyAward #OscarAward",0,0.0,hi
Rohit Jee Sri Lanka ne bhi to litte ko khatam kiya vaise hamari sarkar nahi kar sakti inse poochiye,0,0.0,de
